name,stand,country,description,sectors
UPay Maroc,"22D-20, Hall 22",Morocco,UPay Maroc is a pioneering fintech leader dedicated to reshaping the digital financial landscape in Morocco. Our mission is to bridge the gap between traditional banking and the digital future by prov,Digital Finance; Retail Tech; Ecommerce; Employee Management - Task Management Systems; Employee Management - Labour Scheduling; Employee Management - HR Management; E-commerce & M-commerce - User Experience & UX Design; E-commerce & M-commerce - Social Commerce; E-commerce & M-commerce - Product Search & Discovery; E-commerce & M-commerce - Multi-Channel Solutions
V-Valley Africa,"7C-15, Hall 7",Morocco,"V-Valley Africa is a value-added technology distributor based in Casablanca, Morocco, and part of the Esprinet Group, a leading technology distribution group in Southern Europe. Through a strong ecosy","Networking & Infrastructure; Cloud Services; Data Centres; Cyber security; Software Services; Application integration and infrastructure; Application Control; Anti-spam, Anti-Malware & Anti-Virus & Email Security; Storage; Software as a Service - SaaS"
VANGO MOBILITY SOLUTIONS,"22C-12, Hall 22",Morocco,"VANGO est une application mobile innovante qui permet aux utilisateurs de louer des camping-cars tout en leur recommandant des Ã©tablissements hÃ´teliers partenaires. GrÃ¢ce Ã  cette plateforme, les u","Future Mobility & Transportation; Incubator/Accelerator/Investment; Smart Grids & Metering; Sensors, Radars & Cameras; Motor Design Software; Mobility As A Service - Maas; Micromobility & E-Mobility; Intelligent Transportation Solutions (ITS); Fleet & Logistics Solutions; Control Modules & Software"
Venez.ma,"22C-05, Hall 22",Morocco,"Venez.ma is Moroccoâs first lifestyle super app, built to solve the fragmentation of local services. Instead of juggling multiple apps and phone calls, users can book restaurants, salons, and activi","Future Mobility & Transportation; Artificial Intelligence; Smart Cities; Cloud Services; Mobility & Transport; Payments & Ticketing; Mobility As A Service - Maas; Intelligent Transportation Solutions (ITS); Applications including Development, Deployment & Design; Machine Learning"
Votestash by Velocity Sports Labs,"TBC, TBC",Morocco,"Velocity Sports Labs is building the operating system for African sports business. Votestash, our flagship, is the revenue layer African sports never had.<br />
<br />
Over 75% of African fans have no","Media, Marketing & Advertising Tech; Software Services; Big Data & Analytics; Creative Economy; Ecommerce; Mobile Applications; Data Analytics & Automation; Business Intelligence Solutions; Sports; Personalization"
VOVE ID,"TBC, TBC",Morocco,"VOVE ID is a compliance infrastructure that helps digital businesses verify users, verify businesses, screen risk, and monitor activity through one unified infrastructure. We provide KYC, KYB, AML scr",Regulatory Technology; Digital Finance; RegTech / Audit / Regulatory Compliance; Identity / Trust / Authentication; Emerging Tech; E-KYC
Wafacash,"16B-40, Hall 16",Morocco,"Wafacash is a financial services company and a subsidiary of Attijariwafa bank, founded in 1991 and strongly committed to financial inclusion. With over 30 years of experience, it has built a leading ",Digital Finance; Transactional Platforms; Research & Development; Payments / Wallets / Exchange Gateways; Payment Gateways; E-Wallets; E-Payment Solutions; Digital Payment; Digital Lending; Data Storage / Cloud / Smart Cities
WakaSuite â Smart FSM,"23C-23, Hall 23",Morocco,"WakaSuite is a B2B SaaS company developing a field service management platform designed to help companies manage and optimize their field operations across multiple industries.<br />
<br />
The platfo",Software Services; Mobile Applications; ERP (Enterprise Resource Planning) Software; Business Process Management; Business Intelligence Solutions
Waresouq,"22B-73, Hall 22",Morocco,"Waresouq is a B2B e-commerce platform transforming how businesses source and trade across Morocco and Africa. It connects manufacturers, importers, and wholesalers with retailers through a seamless di","Artificial Intelligence; 3D Printing & Printing Services; Retail Tech; Manufacturing preparation / pre-processing - Material handling, storage & logistics; Chatbots / Virtual Assistant; E-commerce & M-commerce - Mobile Store & Warehouse Solutions"
Washminute,"23B-68, Hall 23",Morocco,"Washminute operates as a two-sided marketplace platform, connecting vehicle owners seeking on-demand car washes and maintenance with freelance ""Washmen"" technicians who deliver eco-friendly services d",Sustainability & Green Climate - Tech; Environmental Solutions - Water
Wasit,"23B-21, Hall 23",Morocco,"Wasit is an agri-finance platform that finances small-scale farmers through revenue-sharing instead of debt. We fund crop production, track performance and secure market access to ensure reliable sale",
Wedesk,"22C-16, Hall 22",Morocco,"Wedesk is an AI-powered customer service platform designed to help companies manage, automate, and scale their customer interactions across multiple channels, including email, WhatsApp, and social med",Artificial Intelligence; Software Services; Retail Tech; VOIP Solutions; CRM (Customer Relationship Management) Software; Customer Experience & Retention - Customer Contact Centres; Customer Experience & Retention - CRM Systems; Customer Experience & Retention - Chatbots; Customer Experience & Retention - AI & Machine Learning; Chatbots / Virtual Assistant
weguidee,"23B-56, Hall 23",Morocco,"WeGuidee is the Guided Commerce Platform â AI that guides every buying and selling decision, for consumers, businesses, and the merchants who serve them.<br />
<br />
Where traditional platforms ret","Ecommerce; Web App, Design and Development; eCommerce Software"
Welearn,"23C-11, Hall 23",Morocco,"Welearn's mission is to accelerate the digital, technological and operational transformation of the construction ecosystem through innovative learning products, ecosystem orchestration, and AI-driven ","Smart Cities; PropTech; Education Tech; Sustainability & Green Climate - Tech; Learning management infrastructure, methods and systems; Marketplaces; Digital Marketing; Construction Tech; AI & IoT; 3D/ AR / VR"
WellPass,"22B-86, Hall 22",Morocco,"WellPass is a B2B corporate wellness platform that helps companies reduce burnout, boost retention, and turn employee wellbeing into a measurable benefit with proven ROI.<br />
<br />
With one subscri","Media, Marketing & Advertising Tech; Smart Cities; Software Services; Education Tech; Mobile Applications; HR Tech; Digital Health Solutions; Sports; Enterprise Solutions / ERP / CRM"
Werin Group,"11D-40, Hall 11",Morocco,"A next-generation strategy and innovation firm dedicated to shaping the future of business in Africa and globally. We combine deep expertise in emerging technologiesâArtificial Intelligence, Cyberse",
Wirky Group,"11D-20, Hall 11",Morocco,Ict,Cyber security; Big Data & Analytics; Coding and Development; Cloud Services; Artificial Intelligence; Recruitment; Public Cloud; IT Service Management - ITSM; Enterprise Resource Planning - ERP; DevOps
WISETRASH,"23B-66, Hall 23",Morocco,"WiseTrash is a smart recycling solution designed to transform waste into measurable value for businesses and communities.<br />
<br />
We develop intelligent bins integrated with a digital platform th","Media, Marketing & Advertising Tech; Artificial Intelligence; Smart Cities; 3D Printing & Printing Services; Sustainability & Green Climate - Tech; Equipment / Hardware; Predictive APIs; Sustainable Systems - Recycling; Sustainable Systems - Carbon Tech; Sustainable Systems - Carbon Marketplace & Offset"
Woliz,"TBC, TBC",Morocco,"Woliz is a Moroccan retail-tech and fintech startup digitalizing Africa's nanostores. Our all-in-one platform connects small neighborhood shops, FMCG brands, and consumers through integrated payments,",Artificial Intelligence; Big Data & Analytics; Digital Finance; Retail Tech; Ecommerce; Insurance Solutions; Digital Payment; Card Issuance and Management; Billing / Invoicing Software; Artificial Intelligence
WORKIIN,"22C-31, Hall 22",Morocco,Workiin is a Moroccan digital platform that connects businesses and individuals with qualified freelancers across a wide range of professional services. Built for the local market with a global mindse,"Media, Marketing & Advertising Tech; Artificial Intelligence; Software Services; Coding and Development; Creative Economy; Data Analytics & Automation; Business Process Management; UX & UI; Digital Marketing; Creativity & Design"
XGoal,"22B-88, Hall 22",Morocco,"XGoal is an AI-powered sport-tech platform designed as the operating system for football academies. It centralizes performance, health, and educational data to transform fragmented information into ac","Artificial Intelligence; Big Data & Analytics; Blockchain; Coding and Development; Consumer Tech, Smart Home & Smart Workplace; Wearables; Automation & IoT; Web Development; Python; Frontend Development"
xPage,"TBC, TBC",Morocco,"xPage is an AI-native, all-in-one SaaS platform transforming how eCommerce businesses build landing pages and online stores. Brands can generate fully optimized, high-converting pages in seconds with ","Artificial Intelligence; Ecommerce; Web App, Design and Development; Platforms; eCommerce Software; Content Creation"
Yaas IT,"11C-20, Hall 11",Morocco,"AI/Cloud SAP ERP / CRM / HXM implementation<br />
- Cloud ERP Implementation (SAP)<br />
- CRM Implementation (SAP)<br />
- Move to Cloud ERP<br />
- Greenfield, Brownfield, bluefiled Implementation t",Big Data & Analytics; Networking & Infrastructure; Cloud Services; Creative Economy; Education Tech; Consulting System & Integration Services; Enterprise Solutions / ERP / CRM; Software; Architecture; Software as a Service - SaaS
